Source,Summary
Industrial Designer: that power source is important because it ties you down to how long the device will last.,0
"Project Manager: So I think we can take that option, just with with the idea in the back of our head that you can customise your remote control.",0
"Project Manager: But as it is now, I w would say, six, something.",1
Industrial Designer: 'Cause it has only one button.,1
"Project Manager: Maybe you, but we do not know much about production cost, but when you you can imagine that when you spend twenty five Euros on a remote control, it is a basic remote control, then the then the money there must be money to spend on that kind of st you know, rechargeable units.",1
"User Interface: W we will have a screen with a back light which can change colours,",1
"Project Manager: Yeah, draw it on the board.",0
"Project Manager: Because, if they do all the time the same gesture, as you said previously in the last meeting, maybe they will get injuries because of that?",1
Industrial Designer: Yeah of course of course.,0
"User Interface: You cou You could draw on it, but not as main function.",0
Marketing: in the same colour as the side.,1
Project Manager: First I wanna hear from you.,1
"Industrial Designer: Yeah, it was a little difficult to incorporate the cover with the cherry fruit on it.",1
"Industrial Designer: Well, there should be some interoperabi interoperability between them.",1
Industrial Designer: Is there a schedule for this meeting?,1
"User Interface: E the unique style, maybe have it light up so it is visible in the dark, the changeable faceplates, the lighting up, visible I was when we were talking about havi losing it, maybe to have a button on the television that you press, it maybe if it makes a noise or lights up or something like that, so it is easier to find if someone has hidden under the couch or something like that.",1
"Marketing: I think if you can have the base station with a with a locator, I think those are two very strong features,",1
"Project Manager: At the end of the day, the company wants to make at least the fifty million Euro.",1
User Interface: Did not receive it.,0
"Project Manager: Yeah, but just not on the top, but on the side of it.",1
"Industrial Designer: Yeah, I think so, yeah.",0
"Industrial Designer: the rubber case requires rubber buttons, so if we definitely want plastic buttons, we should not have a rubber case.",1
"Project Manager: Just to let you know we will probably be quite tight for time as well,",0
Marketing: maybe you ca you can look at that.,0
"Project Manager: No, we ca not make a docking station anyway.",0
Marketing: It is a necessary evil.,0
"User Interface: Maybe I think i industrial design is, it is the function design.",0
"Project Manager: But well as you saw that had not made no sense, because we had to drop it.",1
Project Manager: w wait a sec wait a se.,0
"Project Manager: I dunno, I'm feeling like a big boy.",0
"Project Manager: After that we have to make a conceptual design, then after that a detailed design.",1
"Marketing: It s it saves us four Euros, it costs us two, a half.",0
Project Manager: But does it make any difference for the energy you use? You got still one LED.,0
"User Interface: But you also have to d start watching out for the weight, 'cause depending on how much the flip screen will add to the weight of the remote control, you do not want it to start getting too heavy.",1
Project Manager: Otherwise it is just saying I'm the secretary.,0
"Marketing: So we should take into we should consider this factor as the most important factor, because this factor is twice as important, the second factor which is further ti twice the as important as the sec as the third factor.",0
"Marketing: then if v we do have them illuminate upon contact, they could illuminate yellow.",1
Project Manager: Yeah so maybe you can hide them or something.,1
"Marketing: I give me a lower price, give me a higher price, give me some new technology, do not give me the same thing that everybody else is putting out there on the shelf it is f at the same price.",1
